case,activity,time,duration,resource
311,d,14:50,0.3,R2
311,b,15:41,0.84,R2
312,a,08:56,0.4,R1
312,c,09:21,0.59,R1
312,b,10:45,1.38,R2
313,a,14:21,0.21,R1
313,d,14:34,0.06,R1
313,b,15:15,0.68,R2
314,a,13:48,0.28,R1
314,d,14:05,0.26,R2
314,b,15:23,1.29,R2
315,a,13:55,0.28,R1
315,d,14:11,0.33,R2
315,b,15:08,0.94,R2
316,a,14:21,0.29,R1
316,d,14:38,0.3,R2
316,b,15:24,0.76,R2
317,a,14:15,0.26,R1
317,d,14:31,0.24,R2
317,b,15:16,0.74,R2
318,a,09:15,0.24,R1
318,c,09:29,0.56,R1
318,b,10:37,1.12,R2
319,a,14:37,0.08,R1
319,d,14:42,0.02,R2
319,b,15:33,0.84,R2
320,a,09:11,0.49,R1
320,c,09:41,0.66,R1
320,b,10:21,0.67,R2
321,a,08:52,0.15,R1
321,c,09:01,0.61,R2
321,b,10:07,1.09,R2
322,a,13:38,0.36,R1
322,d,14:00,0.17,R2
322,b,14:37,0.6,R2
323,a,14:12,0.16,R1
323,d,14:22,0.12,R2
323,b,15:00,0.62,R2
324,a,09:40,0.24,R1
324,c,09:55,0.53,R1
324,b,10:50,0.92,R2
325,a,13:51,0.33,R1
325,d,14:11,0.06,R1
325,b,15:21,1.15,R2
326,a,09:17,0.08,R1
326,c,09:21,0.68,R1
326,b,10:15,0.88,R2
327,a,14:25,0.07,R1
327,d,14:29,0.12,R2
327,b,15:05,0.6,R2
328,a,10:08,0.05,R1
328,c,10:11,0.71,R1
328,b,11:27,1.26,R2
329,a,14:52,0.29,R1
329,d,15:10,0.25,R2
329,b,16:35,1.4,R2
330,a,08:54,0.19,R1
330,c,09:06,0.57,R1
330,b,09:44,0.63,R2
331,a,13:42,0.28,R1
331,d,14:00,0.21,R2
331,b,15:29,1.48,R2
332,a,14:34,0.03,R1
332,d,14:36,0.23,R2
332,b,15:41,1.08,R2
333,a,14:11,0.33,R1
333,d,14:31,0.02,R2
333,b,15:58,1.44,R2
334,a,13:56,0.24,R1
334,d,14:10,0.28,R2
334,b,15:04,0.88,R2
335,a,13:58,0.29,R1
335,d,14:15,0.32,R2
335,b,15:08,0.88,R2
336,a,13:53,0.4,R1
336,d,14:17,0.18,R2
336,b,15:11,0.9,R2
337,a,14:14,0.31,R1
337,d,14:33,0.1,R2
337,b,16:01,1.46,R2
338,a,09:21,0.3,R1
338,c,09:39,0.72,R1
338,b,10:13,0.57,R2
339,a,08:50,0.25,R1
339,c,09:05,0.53,R1
339,b,09:52,0.78,R2
340,a,14:09,0.27,R1
340,d,14:25,0.06,R2
340,b,15:31,1.08,R2
341,a,09:25,0.1,R1
341,c,09:31,0.63,R1
341,b,10:39,1.11,R2
342,a,09:24,0.41,R1
342,c,09:49,0.53,R1
342,b,11:03,1.22,R2
343,a,10:00,0.25,R1
343,c,10:15,0.61,R1
343,b,11:23,1.11,R2
344,a,09:19,0.43,R1
344,c,09:45,0.55,R1
344,b,10:17,0.53,R2
345,a,13:57,0.41,R1
345,d,14:21,0.1,R2
345,b,14:58,0.61,R2
346,a,09:12,0.3,R1
346,c,09:30,0.67,R1
346,b,10:47,1.27,R2
347,a,13:46,0.37,R1
347,d,14:08,0.27,R2
347,b,15:32,1.39,R2
348,a,08:56,0.38,R1
348,c,09:19,0.61,R1
348,b,10:34,1.24,R2
349,a,09:03,0.31,R1
349,c,09:22,0.71,R1
349,b,09:57,0.59,R2
350,a,09:15,0.04,R1
350,c,09:18,0.52,R1
350,b,10:46,1.45,R2
351,a,13:52,0.19,R1
351,d,14:03,0.16,R2
351,b,15:03,0.99,R2
352,a,08:56,0.07,R1
352,c,09:01,0.72,R1
352,b,09:44,0.72,R2
353,a,13:56,0.22,R1
353,d,14:09,0.25,R2
353,b,15:02,0.88,R2
354,a,15:51,0.36,R1
354,d,16:13,0.11,R2
354,b,17:27,1.22,R2
355,a,09:34,0.19,R1
355,c,09:46,0.68,R1
355,b,10:57,1.18,R2
356,a,13:43,0.44,R1
356,d,14:10,0.3,R2
356,b,14:43,0.55,R2
357,a,15:02,0.03,R1
357,d,15:04,0.3,R2
357,b,16:04,1.0,R2
358,a,14:31,0.3,R1
358,d,14:49,0.04,R2
358,b,15:27,0.63,R2
359,a,08:48,0.41,R1
359,c,09:13,0.74,R1
359,b,10:06,0.87,R2
360,a,09:08,0.14,R1
360,c,09:17,0.65,R1
360,b,10:36,1.31,R2
361,a,13:54,0.28,R1
361,d,14:11,0.15,R2
361,b,15:10,0.98,R2
362,a,09:00,0.12,R1
362,c,09:07,0.8,R1
362,b,09:53,0.75,R2
363,a,13:52,0.36,R1
363,d,14:14,0.04,R2
363,b,14:52,0.63,R2
364,a,13:57,0.49,R1
364,d,14:26,0.04,R2
364,b,15:54,1.45,R2
365,a,14:02,0.35,R1
365,d,14:23,0.18,R2
365,b,15:38,1.24,R2
366,a,14:18,0.14,R1
366,d,14:26,0.27,R2
366,b,15:40,1.22,R2
367,a,08:57,0.16,R1
367,c,09:07,0.8,R1
367,b,10:14,1.11,R2
368,a,08:57,0.39,R1
368,c,09:21,0.5,R1
368,b,10:04,0.72,R2
369,a,09:15,0.09,R1
369,c,09:21,0.55,R1
369,b,10:08,0.77,R2
370,a,14:14,0.21,R1
370,d,14:27,0.06,R2
370,b,15:21,0.9,R2
371,a,08:56,0.31,R1
371,c,09:15,0.67,R1
371,b,10:35,1.33,R2
372,a,08:47,0.38,R1
372,c,09:10,0.51,R2
372,b,10:10,0.98,R2
373,a,14:22,0.21,R1
373,d,14:35,0.28,R2
373,b,15:08,0.55,R2
374,a,14:53,0.22,R1
374,d,15:07,0.28,R2
374,b,16:30,1.38,R2
375,a,08:55,0.42,R1
375,c,09:21,0.59,R1
375,b,10:05,0.74,R2
376,a,13:43,0.35,R1
376,d,14:04,0.28,R2
376,b,15:22,1.28,R2
377,a,14:07,0.21,R1
377,d,14:20,0.28,R2
377,b,15:07,0.78,R2
378,a,09:25,0.06,R1
378,c,09:29,0.7,R1
378,b,10:07,0.63,R2
379,a,08:52,0.27,R1
379,c,09:09,0.6,R1
379,b,10:06,0.95,R2
380,a,09:25,0.24,R1
380,c,09:40,0.54,R1
380,b,10:29,0.81,R2
381,a,13:43,0.39,R1
381,d,14:06,0.13,R2
381,b,15:34,1.45,R2
382,a,14:15,0.29,R1
382,d,14:33,0.29,R2
382,b,15:18,0.73,R2
383,a,09:48,0.09,R1
383,c,09:53,0.52,R1
383,b,10:50,0.94,R2
384,a,09:23,0.04,R1
384,c,09:25,0.8,R1
384,b,10:45,1.32,R2
385,a,14:08,0.23,R1
385,d,14:22,0.06,R1
385,b,15:52,1.48,R2
386,a,13:39,0.38,R1
386,d,14:02,0.09,R2
386,b,14:39,0.62,R2
387,a,13:46,0.39,R1
387,d,14:10,0.31,R2
387,b,15:34,1.4,R2
388,a,14:12,0.32,R1
388,d,14:31,0.17,R2
388,b,15:14,0.7,R2
389,a,09:19,0.05,R1
389,c,09:22,0.6,R2
389,b,10:19,0.93,R2
390,a,09:05,0.4,R1
390,c,09:29,0.72,R1
390,b,10:57,1.45,R2
391,a,10:11,0.05,R1
391,c,10:14,0.66,R1
391,b,11:15,0.99,R2
392,a,15:50,0.23,R1
392,d,16:04,0.15,R1
392,b,16:35,0.52,R2
393,a,08:56,0.16,R1
393,c,09:05,0.61,R1
393,b,10:07,1.02,R2
394,a,09:02,0.29,R1
394,c,09:20,0.55,R1
394,b,10:17,0.94,R2
395,a,14:40,0.2,R1
395,d,14:52,0.18,R2
395,b,16:19,1.44,R2
396,a,13:53,0.27,R1
396,d,14:10,0.06,R2
396,b,15:07,0.94,R2
397,a,09:03,0.26,R1
397,c,09:18,0.75,R1
397,b,09:49,0.51,R2
398,a,08:41,0.4,R1
398,c,09:06,0.66,R1
398,b,10:15,1.14,R2
399,a,09:28,0.11,R1
399,c,09:34,0.81,R1
399,b,10:29,0.9,R2
400,a,14:25,0.02,R1
400,d,14:26,0.07,R1
400,b,15:34,1.12,R2
401,a,13:37,0.46,R1
401,d,14:05,0.05,R2
401,b,14:43,0.63,R2
402,a,09:17,0.32,R1
402,c,09:37,0.66,R1
402,b,10:30,0.87,R2
403,a,09:10,0.12,R1
403,c,09:18,0.8,R1
403,b,10:03,0.75,R2
404,a,08:36,0.48,R1
404,c,09:05,0.62,R2
404,b,09:45,0.65,R2
405,a,08:56,0.08,R1
405,c,09:01,0.63,R1
405,b,09:35,0.57,R2
406,a,09:02,0.36,R1
406,c,09:24,0.77,R1
406,b,09:56,0.54,R2
407,a,14:04,0.11,R1
407,d,14:11,0.22,R2
407,b,15:13,1.03,R2
408,a,08:54,0.16,R1
408,c,09:04,0.54,R1
408,b,09:51,0.77,R2
409,a,14:23,0.09,R1
409,d,14:28,0.13,R2
409,b,15:00,0.52,R2
410,a,13:58,0.12,R1
410,d,14:05,0.26,R2
410,b,14:41,0.59,R2
411,a,13:37,0.45,R1
411,d,14:04,0.09,R2
411,b,15:04,0.99,R2
412,a,14:02,0.19,R1
412,d,14:13,0.28,R2
412,b,15:05,0.86,R2
413,a,08:52,0.24,R1
413,c,09:06,0.59,R1
413,b,09:50,0.73,R2
414,a,14:12,0.02,R1
414,d,14:13,0.23,R2
414,b,15:23,1.17,R2
415,a,09:12,0.33,R1
415,c,09:32,0.58,R1
415,b,10:12,0.66,R2
416,a,14:34,0.41,R1
416,d,14:58,0.3,R2
416,b,15:47,0.8,R2
417,a,09:10,0.4,R1
417,c,09:34,0.59,R1
417,b,10:37,1.03,R2
418,a,09:46,0.1,R1
418,c,09:52,0.65,R2
418,b,10:55,1.03,R2
419,a,14:16,0.33,R1
419,d,14:36,0.05,R2
419,b,15:30,0.89,R2
420,a,14:37,0.2,R1
420,d,14:49,0.28,R2
420,b,15:24,0.57,R2
421,a,08:52,0.19,R1
421,c,09:03,0.54,R1
421,b,09:51,0.78,R2
422,a,09:26,0.16,R1
422,c,09:35,0.65,R1
422,b,10:41,1.08,R2
423,a,10:53,0.11,R1
423,c,11:00,0.55,R1
423,b,12:04,1.07,R2
424,a,08:53,0.18,R1
424,c,09:04,0.5,R1
424,b,09:46,0.68,R2
425,a,08:54,0.41,R1
425,c,09:19,0.75,R1
425,b,09:56,0.61,R2
426,a,13:46,0.29,R1
426,d,14:04,0.09,R2
426,b,15:25,1.33,R2
427,a,09:25,0.05,R1
427,c,09:28,0.63,R1
427,b,10:46,1.29,R2
428,a,08:51,0.43,R1
428,c,09:17,0.57,R1
428,b,10:09,0.85,R2
429,a,08:56,0.49,R1
429,c,09:26,0.52,R1
429,b,10:20,0.88,R2
430,a,08:32,0.46,R1
430,c,09:00,0.76,R2
430,b,10:07,1.1,R2
431,a,08:47,0.27,R1
431,c,09:04,0.56,R1
431,b,09:44,0.67,R2
432,a,09:27,0.36,R1
432,c,09:49,0.58,R1
432,b,10:23,0.56,R2
433,a,10:36,0.34,R1
433,c,10:56,0.51,R1
433,b,12:17,1.33,R2
434,a,09:16,0.23,R1
434,c,09:29,0.74,R2
434,b,10:44,1.23,R2
435,a,09:04,0.43,R1
435,c,09:30,0.8,R1
435,b,10:32,1.02,R2
436,a,09:35,0.48,R1
436,c,10:04,0.75,R2
436,b,11:29,1.41,R2
437,a,15:20,0.15,R1
437,d,15:29,0.04,R2
437,b,16:12,0.71,R2
438,a,09:03,0.2,R1
438,c,09:14,0.73,R1
438,b,09:58,0.71,R2
439,a,13:43,0.42,R1
439,d,14:08,0.22,R2
439,b,14:40,0.52,R2
440,a,09:33,0.16,R1
440,c,09:43,0.52,R1
440,b,10:14,0.5,R2
441,a,08:51,0.23,R1
441,c,09:04,0.82,R1
441,b,10:05,1.0,R2
442,a,09:09,0.3,R1
442,c,09:27,0.69,R1
442,b,10:54,1.44,R2
443,a,08:49,0.37,R1
443,c,09:11,0.6,R1
443,b,10:33,1.36,R2
444,a,14:06,0.49,R1
444,d,14:36,0.18,R2
444,b,15:24,0.8,R2
445,a,14:12,0.02,R1
445,d,14:13,0.09,R2
445,b,14:59,0.75,R2
446,a,15:39,0.1,R1
446,d,15:45,0.18,R2
446,b,16:19,0.56,R2
447,a,14:50,0.17,R1
447,d,15:01,0.25,R2
447,b,16:11,1.16,R2
448,a,08:56,0.36,R1
448,c,09:18,0.6,R1
448,b,10:09,0.84,R2
449,a,13:56,0.15,R1
449,d,14:05,0.28,R2
449,b,15:05,0.98,R2
450,a,09:28,0.22,R1
450,c,09:42,0.67,R1
450,b,10:28,0.76,R2
451,a,10:05,0.26,R1
451,c,10:21,0.69,R1
451,b,11:00,0.64,R2
452,a,09:01,0.23,R1
452,c,09:14,0.75,R1
452,b,10:29,1.23,R2
453,a,09:27,0.04,R1
453,c,09:30,0.58,R1
453,b,10:43,1.21,R2
454,a,14:23,0.3,R1
454,d,14:41,0.12,R2
454,b,15:52,1.17,R2
455,a,09:09,0.08,R1
455,c,09:14,0.8,R1
455,b,10:02,0.8,R2
456,a,09:59,0.43,R1
456,c,10:26,0.58,R1
456,b,11:36,1.16,R2
457,a,14:17,0.03,R1
457,d,14:19,0.15,R2
457,b,15:48,1.47,R2
458,a,15:37,0.11,R1
458,d,15:43,0.08,R1
458,b,16:16,0.53,R2
459,a,09:10,0.35,R1
459,c,09:31,0.54,R1
459,b,10:18,0.78,R2
460,a,13:54,0.44,R1
460,d,14:20,0.13,R2
460,b,15:24,1.06,R2
461,a,14:12,0.21,R1
461,d,14:25,0.3,R2
461,b,15:19,0.89,R2
462,a,14:54,0.06,R1
462,d,14:57,0.1,R2
462,b,15:44,0.77,R2
463,a,13:59,0.25,R1
463,d,14:14,0.05,R1
463,b,14:49,0.58,R2
464,a,14:21,0.33,R1
464,d,14:41,0.2,R2
464,b,15:55,1.23,R2
465,a,08:48,0.39,R1
465,c,09:12,0.66,R1
465,b,10:16,1.06,R2
466,a,14:03,0.36,R1
466,d,14:25,0.32,R2
466,b,14:57,0.54,R2
467,a,09:02,0.23,R1
467,c,09:15,0.53,R1
467,b,10:44,1.46,R2
468,a,13:58,0.08,R1
468,d,14:03,0.18,R2
468,b,14:55,0.85,R2
469,a,13:55,0.09,R1
469,d,14:00,0.25,R2
469,b,15:07,1.1,R2
470,a,09:23,0.1,R1
470,c,09:30,0.75,R1
470,b,10:42,1.19,R2
471,a,11:00,0.02,R1
471,c,11:01,0.5,R1
471,b,12:18,1.26,R2
472,a,09:02,0.25,R1
472,c,09:17,0.76,R1
472,b,10:11,0.88,R2
473,a,09:05,0.15,R1
473,c,09:14,0.82,R1
473,b,10:36,1.35,R2
474,a,09:45,0.38,R1
474,c,10:08,0.72,R1
474,b,11:10,1.02,R2
475,a,09:32,0.1,R1
475,c,09:37,0.6,R1
475,b,10:51,1.21,R2
476,a,14:16,0.21,R1
476,d,14:28,0.31,R2
476,b,15:03,0.59,R2
477,a,08:48,0.38,R1
477,c,09:11,0.63,R1
477,b,10:01,0.81,R2
478,a,14:16,0.31,R1
478,d,14:35,0.22,R2
478,b,15:45,1.16,R2
479,a,13:50,0.36,R1
479,d,14:12,0.26,R2
479,b,15:19,1.09,R2
480,a,09:25,0.03,R1
480,c,09:27,0.57,R1
480,b,10:41,1.22,R2
481,a,14:25,0.34,R1
481,d,14:46,0.11,R2
481,b,16:11,1.39,R2
482,a,08:53,0.21,R1
482,c,09:06,0.56,R1
482,b,10:17,1.17,R2
483,a,09:08,0.14,R1
483,c,09:16,0.5,R1
483,b,09:58,0.7,R2
484,a,09:21,0.19,R1
484,c,09:32,0.74,R1
484,b,10:14,0.68,R2
485,a,14:01,0.25,R1
485,d,14:16,0.09,R1
485,b,15:21,1.08,R2
486,a,13:41,0.31,R1
486,d,14:00,0.15,R2
486,b,15:19,1.3,R2
487,a,09:28,0.31,R1
487,c,09:47,0.6,R1
487,b,10:48,1.01,R2
488,a,09:04,0.12,R1
488,c,09:11,0.7,R1
488,b,09:56,0.74,R2
489,a,13:46,0.29,R1
489,d,14:03,0.24,R1
489,b,15:06,1.04,R2
490,a,14:02,0.24,R1
490,d,14:17,0.03,R2
490,b,15:08,0.85,R2
491,a,14:10,0.37,R1
491,d,14:32,0.15,R2
491,b,15:06,0.57,R2
492,a,15:48,0.32,R1
492,d,16:07,0.08,R2
492,b,17:08,0.99,R2
493,a,14:57,0.29,R1
493,d,15:14,0.17,R2
493,b,16:25,1.17,R2
494,a,15:08,0.46,R1
494,d,15:36,0.28,R2
494,b,16:36,0.99,R2
495,a,13:53,0.42,R1
495,d,14:18,0.2,R2
495,b,15:23,1.07,R2
496,a,13:44,0.41,R1
496,d,14:09,0.2,R2
496,b,15:23,1.22,R2
497,a,14:00,0.27,R1
497,d,14:16,0.04,R2
497,b,15:19,1.04,R2
498,a,13:54,0.11,R1
498,d,14:01,0.32,R2
498,b,14:53,0.86,R2
499,a,13:41,0.46,R1
499,d,14:09,0.22,R1
499,b,15:13,1.05,R2
500,a,08:46,0.46,R1
500,c,09:14,0.5,R1
500,b,09:56,0.7,R2
