case,activity,time,duration,resource
311,d,12:30,0.86,R1
311,b,13:22,0.32,R2
312,a,09:27,0.29,R1
312,c,09:44,0.64,R1
312,b,10:23,0.24,R2
313,a,11:43,0.48,R1
313,d,12:12,0.71,R2
313,b,12:55,0.17,R2
314,a,11:46,0.34,R1
314,d,12:07,0.62,R1
314,b,12:44,0.47,R2
315,a,12:12,0.21,R1
315,d,12:25,0.54,R2
315,b,12:58,0.49,R2
316,a,11:52,0.48,R1
316,d,12:22,0.86,R2
316,b,13:13,0.48,R2
317,a,11:57,0.12,R1
317,d,12:04,0.98,R2
317,b,13:04,0.35,R2
318,a,08:40,0.45,R1
318,c,09:07,0.79,R1
318,b,09:55,0.44,R2
319,a,12:20,0.18,R1
319,d,12:31,0.79,R2
319,b,13:19,0.12,R2
320,a,09:29,0.06,R1
320,c,09:32,0.6,R1
320,b,10:08,0.18,R2
321,a,08:55,0.41,R1
321,c,09:20,0.63,R1
321,b,09:58,0.16,R2
322,a,12:00,0.35,R1
322,d,12:21,0.67,R2
322,b,13:02,0.34,R2
323,a,12:30,0.38,R1
323,d,12:54,0.53,R2
323,b,13:25,0.17,R2
324,a,08:58,0.38,R1
324,c,09:21,0.54,R1
324,b,09:54,0.04,R2
325,a,12:27,0.06,R1
325,d,12:31,0.61,R2
325,b,13:08,0.21,R2
326,a,08:41,0.38,R1
326,c,09:05,0.98,R1
326,b,10:04,0.06,R2
327,a,12:29,0.1,R1
327,d,12:36,0.79,R2
327,b,13:23,0.1,R2
328,a,08:45,0.27,R1
328,c,09:02,0.69,R1
328,b,09:44,0.25,R2
329,a,12:03,0.13,R1
329,d,12:10,0.53,R2
329,b,12:43,0.46,R2
330,a,08:40,0.47,R1
330,c,09:09,0.59,R2
330,b,09:45,0.42,R2
331,a,11:49,0.49,R1
331,d,12:19,0.94,R2
331,b,13:15,0.27,R2
332,a,11:46,0.26,R1
332,d,12:01,0.87,R2
332,b,12:54,0.41,R2
333,a,12:07,0.31,R1
333,d,12:26,0.76,R2
333,b,13:12,0.05,R2
334,a,12:04,0.05,R1
334,d,12:07,0.69,R2
334,b,12:49,0.37,R2
335,a,12:00,0.27,R1
335,d,12:16,0.53,R2
335,b,12:48,0.05,R2
336,a,14:24,0.18,R1
336,d,14:35,0.9,R1
336,b,15:30,0.46,R2
337,a,12:28,0.29,R1
337,d,12:46,0.87,R2
337,b,13:38,0.19,R2
338,a,10:18,0.29,R1
338,c,10:35,0.87,R1
338,b,11:28,0.31,R2
339,a,08:47,0.33,R1
339,c,09:07,0.87,R1
339,b,10:00,0.07,R2
340,a,11:43,0.3,R1
340,d,12:01,0.86,R1
340,b,12:53,0.08,R2
341,a,09:02,0.33,R1
341,c,09:22,0.61,R1
341,b,09:59,0.21,R2
342,a,10:07,0.37,R1
342,c,10:29,0.97,R1
342,b,11:28,0.11,R2
343,a,09:21,0.12,R1
343,c,09:29,0.53,R1
343,b,10:01,0.24,R2
344,a,09:44,0.18,R1
344,c,09:55,0.51,R1
344,b,10:26,0.25,R2
345,a,12:06,0.15,R1
345,d,12:15,0.66,R1
345,b,12:55,0.48,R2
346,a,08:59,0.1,R1
346,c,09:05,0.5,R1
346,b,09:35,0.17,R2
347,a,13:40,0.26,R1
347,d,13:56,0.91,R2
347,b,14:51,0.18,R2
348,a,09:38,0.26,R1
348,c,09:54,0.84,R1
348,b,10:44,0.24,R2
349,a,09:22,0.09,R1
349,c,09:28,0.82,R1
349,b,10:17,0.31,R2
350,a,10:06,0.31,R1
350,c,10:25,0.64,R1
350,b,11:03,0.24,R2
351,a,12:03,0.14,R1
351,d,12:12,0.6,R2
351,b,12:48,0.1,R2
352,a,08:52,0.14,R1
352,c,09:00,0.62,R1
352,b,09:37,0.33,R2
353,a,11:37,0.37,R1
353,d,12:00,0.55,R2
353,b,12:33,0.31,R2
354,a,12:30,0.12,R1
354,d,12:37,0.84,R1
354,b,13:28,0.3,R2
355,a,08:55,0.48,R1
355,c,09:24,0.96,R1
355,b,10:22,0.1,R2
356,a,12:38,0.07,R1
356,d,12:42,0.82,R2
356,b,13:32,0.24,R2
357,a,12:57,0.28,R1
357,d,13:14,0.88,R2
357,b,14:08,0.06,R2
358,a,11:40,0.33,R1
358,d,12:00,0.94,R2
358,b,12:57,0.38,R2
359,a,10:03,0.3,R1
359,c,10:21,0.81,R1
359,b,11:10,0.22,R2
360,a,09:58,0.45,R1
360,c,10:25,0.79,R1
360,b,11:13,0.33,R2
361,a,12:33,0.27,R1
361,d,12:50,0.85,R2
361,b,13:42,0.45,R2
362,a,08:53,0.33,R1
362,c,09:13,0.88,R1
362,b,10:06,0.19,R2
363,a,13:39,0.04,R1
363,d,13:42,0.66,R2
363,b,14:22,0.26,R2
364,a,12:14,0.28,R1
364,d,12:31,0.89,R2
364,b,13:24,0.18,R2
365,a,12:20,0.19,R1
365,d,12:31,0.76,R2
365,b,13:17,0.44,R2
366,a,12:13,0.03,R1
366,d,12:14,0.51,R2
366,b,12:46,0.31,R2
367,a,09:25,0.08,R1
367,c,09:29,0.59,R1
367,b,10:05,0.03,R2
368,a,08:37,0.43,R1
368,c,09:03,0.61,R2
368,b,09:40,0.15,R2
369,a,08:57,0.14,R1
369,c,09:06,0.98,R1
369,b,10:05,0.41,R2
370,a,12:03,0.15,R1
370,d,12:12,0.53,R2
370,b,12:44,0.15,R2
371,a,09:01,0.26,R1
371,c,09:17,0.56,R1
371,b,09:50,0.1,R2
372,a,10:23,0.33,R1
372,c,10:42,0.76,R1
372,b,11:29,0.46,R2
373,a,11:50,0.27,R1
373,d,12:06,0.92,R2
373,b,13:02,0.11,R2
374,a,12:01,0.2,R1
374,d,12:13,0.65,R2
374,b,12:53,0.4,R2
375,a,11:03,0.17,R1
375,c,11:14,0.87,R1
375,b,12:07,0.35,R2
376,a,12:10,0.39,R1
376,d,12:33,0.96,R2
376,b,13:31,0.12,R2
377,a,12:30,0.13,R1
377,d,12:38,0.77,R2
377,b,13:25,0.24,R2
378,a,09:45,0.12,R1
378,c,09:53,0.64,R2
378,b,10:31,0.39,R2
379,a,08:50,0.28,R1
379,c,09:07,0.69,R1
379,b,09:49,0.15,R2
380,a,08:44,0.46,R1
380,c,09:12,0.91,R2
380,b,10:07,0.35,R2
381,a,12:20,0.09,R1
381,d,12:25,0.97,R2
381,b,13:24,0.19,R2
382,a,11:59,0.14,R1
382,d,12:07,0.65,R2
382,b,12:47,0.27,R2
383,a,09:27,0.49,R1
383,c,09:57,0.97,R1
383,b,10:55,0.27,R2
384,a,08:58,0.3,R1
384,c,09:16,0.6,R1
384,b,09:53,0.29,R2
385,a,13:17,0.04,R1
385,d,13:20,0.92,R2
385,b,14:15,0.41,R2
386,a,12:39,0.25,R1
386,d,12:54,0.92,R2
386,b,13:50,0.09,R2
387,a,11:40,0.49,R1
387,d,12:10,0.55,R2
387,b,12:43,0.2,R2
388,a,12:07,0.29,R1
388,d,12:24,0.56,R2
388,b,12:58,0.04,R2
389,a,09:28,0.28,R1
389,c,09:45,0.75,R2
389,b,10:30,0.44,R2
390,a,09:33,0.1,R1
390,c,09:39,0.84,R1
390,b,10:30,0.26,R2
391,a,08:51,0.18,R1
391,c,09:02,0.77,R1
391,b,09:48,0.34,R2
392,a,13:54,0.17,R1
392,d,14:05,0.84,R2
392,b,14:55,0.46,R2
393,a,08:41,0.4,R1
393,c,09:05,0.72,R1
393,b,09:49,0.04,R2
394,a,08:45,0.48,R1
394,c,09:14,0.73,R1
394,b,09:58,0.33,R2
395,a,12:53,0.45,R1
395,d,13:21,0.93,R2
395,b,14:17,0.25,R2
396,a,11:52,0.29,R1
396,d,12:09,0.57,R2
396,b,12:44,0.34,R2
397,a,09:02,0.44,R1
397,c,09:29,0.62,R1
397,b,10:06,0.12,R2
398,a,08:33,0.45,R1
398,c,09:00,0.74,R1
398,b,09:45,0.16,R2
399,a,08:59,0.09,R1
399,c,09:05,0.66,R1
399,b,09:45,0.48,R2
400,a,12:02,0.28,R1
400,d,12:19,0.87,R2
400,b,13:12,0.21,R2
401,a,12:02,0.07,R1
401,d,12:06,0.62,R2
401,b,12:43,0.22,R2
402,a,09:19,0.17,R1
402,c,09:29,0.94,R1
402,b,10:26,0.09,R2
403,a,10:20,0.15,R1
403,c,10:29,0.57,R1
403,b,11:04,0.42,R2
404,a,09:30,0.28,R1
404,c,09:47,0.63,R1
404,b,10:25,0.06,R2
405,a,08:59,0.48,R1
405,c,09:28,0.51,R1
405,b,09:59,0.36,R2
406,a,08:55,0.36,R1
406,c,09:16,0.52,R1
406,b,09:48,0.45,R2
407,a,12:54,0.27,R1
407,d,13:10,0.85,R2
407,b,14:02,0.27,R2
408,a,09:12,0.45,R1
408,c,09:40,0.63,R1
408,b,10:18,0.45,R2
409,a,12:43,0.26,R1
409,d,12:59,0.68,R2
409,b,13:40,0.03,R2
410,a,11:52,0.49,R1
410,d,12:22,0.5,R2
410,b,12:53,0.37,R2
411,a,12:23,0.19,R1
411,d,12:34,0.99,R2
411,b,13:34,0.38,R2
412,a,11:55,0.32,R1
412,d,12:15,0.77,R2
412,b,13:02,0.07,R2
413,a,09:11,0.19,R1
413,c,09:22,0.51,R1
413,b,09:53,0.23,R2
414,a,11:52,0.28,R1
414,d,12:09,0.6,R2
414,b,12:46,0.06,R2
415,a,09:17,0.02,R1
415,c,09:19,0.71,R1
415,b,10:02,0.29,R2
416,a,12:12,0.21,R1
416,d,12:25,0.6,R2
416,b,13:01,0.48,R2
417,a,09:04,0.03,R1
417,c,09:06,0.54,R1
417,b,09:39,0.42,R2
418,a,09:12,0.26,R1
418,c,09:28,0.73,R1
418,b,10:13,0.4,R2
419,a,11:50,0.37,R1
419,d,12:12,0.77,R2
419,b,12:59,0.48,R2
420,a,12:39,0.25,R1
420,d,12:54,0.73,R2
420,b,13:38,0.1,R2
421,a,08:43,0.29,R1
421,c,09:00,0.9,R1
421,b,09:55,0.42,R2
422,a,08:41,0.44,R1
422,c,09:08,0.94,R2
422,b,10:05,0.31,R2
423,a,09:16,0.05,R1
423,c,09:19,0.83,R1
423,b,10:09,0.44,R2
424,a,08:47,0.26,R1
424,c,09:03,0.53,R1
424,b,09:35,0.08,R2
425,a,09:07,0.18,R1
425,c,09:18,0.58,R1
425,b,09:53,0.49,R2
426,a,11:59,0.08,R1
426,d,12:04,0.95,R1
426,b,13:01,0.37,R2
427,a,08:44,0.26,R1
427,c,09:00,0.99,R1
427,b,09:59,0.17,R2
428,a,09:58,0.33,R1
428,c,10:17,0.94,R1
428,b,11:14,0.37,R2
429,a,08:41,0.41,R1
429,c,09:05,0.61,R1
429,b,09:42,0.07,R2
430,a,08:49,0.27,R1
430,c,09:05,0.97,R1
430,b,10:04,0.39,R2
431,a,09:38,0.39,R1
431,c,10:01,0.68,R1
431,b,10:42,0.44,R2
432,a,10:00,0.25,R1
432,c,10:15,0.72,R1
432,b,10:59,0.18,R2
433,a,09:09,0.18,R1
433,c,09:19,0.79,R1
433,b,10:07,0.25,R2
434,a,09:15,0.04,R1
434,c,09:17,0.83,R1
434,b,10:07,0.34,R2
435,a,08:43,0.28,R1
435,c,09:00,0.89,R1
435,b,09:54,0.04,R2
436,a,09:02,0.42,R1
436,c,09:28,0.63,R1
436,b,10:05,0.19,R2
437,a,11:44,0.35,R1
437,d,12:05,0.84,R2
437,b,12:56,0.34,R2
438,a,09:02,0.11,R1
438,c,09:08,0.6,R1
438,b,09:45,0.47,R2
439,a,12:31,0.13,R1
439,d,12:39,0.76,R2
439,b,13:25,0.34,R2
440,a,09:22,0.27,R1
440,c,09:39,0.84,R1
440,b,10:30,0.38,R2
441,a,08:43,0.42,R1
441,c,09:09,0.86,R1
441,b,10:01,0.26,R2
442,a,08:48,0.26,R1
442,c,09:03,0.51,R1
442,b,09:34,0.12,R2
443,a,09:25,0.33,R1
443,c,09:45,0.89,R1
443,b,10:38,0.36,R2
444,a,11:53,0.2,R1
444,d,12:05,0.55,R2
444,b,12:38,0.12,R2
445,a,11:36,0.45,R1
445,d,12:04,0.84,R2
445,b,12:55,0.04,R2
446,a,12:10,0.46,R1
446,d,12:38,0.55,R2
446,b,13:11,0.17,R2
447,a,12:46,0.37,R1
447,d,13:08,0.85,R2
447,b,13:59,0.49,R2
448,a,09:13,0.21,R1
448,c,09:26,0.64,R1
448,b,10:05,0.49,R2
449,a,13:42,0.09,R1
449,d,13:48,0.61,R1
449,b,14:25,0.17,R2
450,a,09:04,0.45,R1
450,c,09:32,0.56,R1
450,b,10:05,0.07,R2
451,a,10:27,0.25,R1
451,c,10:42,0.74,R1
451,b,11:27,0.44,R2
452,a,11:44,0.04,R1
452,c,11:46,0.83,R1
452,b,12:36,0.31,R2
453,a,09:22,0.03,R1
453,c,09:24,0.96,R1
453,b,10:22,0.07,R2
454,a,12:02,0.29,R1
454,d,12:20,0.53,R2
454,b,12:52,0.22,R2
455,a,09:39,0.19,R1
455,c,09:50,0.74,R1
455,b,10:35,0.35,R2
456,a,08:57,0.34,R1
456,c,09:18,0.82,R1
456,b,10:07,0.21,R2
457,a,13:25,0.03,R1
457,d,13:27,0.8,R1
457,b,14:15,0.32,R2
458,a,11:47,0.3,R1
458,d,12:05,0.94,R2
458,b,13:02,0.27,R2
459,a,08:49,0.34,R1
459,c,09:10,0.71,R1
459,b,09:53,0.36,R2
460,a,12:41,0.13,R1
460,d,12:48,0.72,R2
460,b,13:32,0.41,R2
461,a,12:01,0.39,R1
461,d,12:24,0.59,R2
461,b,13:00,0.26,R2
462,a,12:07,0.04,R1
462,d,12:10,0.58,R2
462,b,12:46,0.33,R2
463,a,11:49,0.22,R1
463,d,12:02,0.88,R2
463,b,12:56,0.26,R2
464,a,11:46,0.26,R1
464,d,12:02,0.75,R2
464,b,12:47,0.26,R2
465,a,09:11,0.48,R1
465,c,09:40,0.7,R1
465,b,10:22,0.12,R2
466,a,12:07,0.37,R1
466,d,12:30,0.97,R2
466,b,13:28,0.05,R2
467,a,08:53,0.43,R1
467,c,09:19,0.96,R1
467,b,10:17,0.41,R2
468,a,14:03,0.38,R1
468,d,14:27,0.61,R2
468,b,15:03,0.27,R2
469,a,12:02,0.18,R1
469,d,12:13,0.74,R2
469,b,12:58,0.44,R2
470,a,09:01,0.23,R1
470,c,09:15,0.54,R2
470,b,09:48,0.13,R2
471,a,09:10,0.35,R1
471,c,09:31,0.73,R1
471,b,10:16,0.39,R2
472,a,09:50,0.35,R1
472,c,10:11,0.61,R1
472,b,10:48,0.25,R2
473,a,08:54,0.35,R1
473,c,09:16,0.83,R1
473,b,10:06,0.44,R2
474,a,08:59,0.38,R1
474,c,09:22,0.85,R1
474,b,10:13,0.05,R2
475,a,08:57,0.28,R1
475,c,09:14,0.59,R1
475,b,09:50,0.36,R2
476,a,12:18,0.12,R1
476,d,12:25,0.84,R2
476,b,13:16,0.44,R2
477,a,08:36,0.41,R1
477,c,09:00,0.96,R1
477,b,09:59,0.09,R2
478,a,12:10,0.4,R1
478,d,12:34,0.88,R2
478,b,13:28,0.23,R2
479,a,12:18,0.05,R1
479,d,12:21,0.71,R2
479,b,13:04,0.36,R2
480,a,09:40,0.19,R1
480,c,09:51,0.97,R1
480,b,10:50,0.47,R2
481,a,13:13,0.49,R1
481,d,13:42,0.81,R2
481,b,14:32,0.37,R2
482,a,09:01,0.29,R1
482,c,09:19,0.59,R1
482,b,09:54,0.42,R2
483,a,09:24,0.23,R1
483,c,09:39,0.73,R1
483,b,10:23,0.14,R2
484,a,09:10,0.45,R1
484,c,09:37,0.66,R1
484,b,10:17,0.22,R2
485,a,11:39,0.36,R1
485,d,12:01,0.83,R2
485,b,12:52,0.47,R2
486,a,12:56,0.36,R1
486,d,13:18,0.79,R2
486,b,14:05,0.15,R2
487,a,09:24,0.31,R1
487,c,09:43,0.51,R1
487,b,10:14,0.46,R2
488,a,08:47,0.27,R1
488,c,09:04,0.88,R1
488,b,09:57,0.4,R2
489,a,12:01,0.04,R1
489,d,12:03,0.95,R2
489,b,13:01,0.45,R2
490,a,12:46,0.12,R1
490,d,12:53,0.55,R2
490,b,13:26,0.14,R2
491,a,12:02,0.36,R1
491,d,12:24,0.61,R2
491,b,13:01,0.31,R2
492,a,12:14,0.11,R1
492,d,12:21,0.88,R2
492,b,13:15,0.4,R2
493,a,12:00,0.32,R1
493,d,12:19,0.59,R2
493,b,12:55,0.2,R2
494,a,12:19,0.16,R1
494,d,12:28,0.8,R2
494,b,13:17,0.29,R2
495,a,11:51,0.42,R1
495,d,12:16,0.52,R2
495,b,12:48,0.46,R2
496,a,12:39,0.2,R1
496,d,12:52,0.92,R2
496,b,13:47,0.04,R2
497,a,11:43,0.37,R1
497,d,12:06,0.96,R2
497,b,13:04,0.35,R2
498,a,11:48,0.47,R1
498,d,12:17,0.86,R2
498,b,13:09,0.41,R2
499,a,12:32,0.06,R1
499,d,12:36,0.67,R2
499,b,13:16,0.34,R2
500,a,08:37,0.45,R1
500,c,09:04,0.86,R1
500,b,09:56,0.48,R2
