case,activity,time,duration,resource
311,d,09:56,0.84,R1
311,b,10:47,0.28,R4
312,a,08:10,0.08,R4
312,c,08:14,0.78,R2
312,b,09:01,0.15,R3
313,a,08:48,0.09,R4
313,d,08:53,0.9,R1
313,b,09:47,0.42,R3
314,a,08:57,0.43,R3
314,d,09:23,0.72,R1
314,b,10:07,0.06,R4
315,a,08:02,0.42,R3
315,d,08:28,0.7,R1
315,b,09:10,0.35,R3
316,a,08:32,0.48,R4
316,d,09:01,0.73,R1
316,b,09:45,0.39,R3
317,a,08:13,0.44,R4
317,d,08:40,0.7,R1
317,b,09:23,0.12,R4
318,a,08:07,0.35,R4
318,c,08:28,0.68,R2
318,b,09:09,0.03,R4
319,a,08:51,0.09,R3
319,d,08:57,0.78,R1
319,b,09:44,0.1,R4
320,a,08:00,0.46,R3
320,c,08:28,0.62,R2
320,b,09:06,0.09,R4
321,a,08:28,0.47,R3
321,c,08:57,0.58,R2
321,b,09:32,0.37,R4
322,a,08:06,0.4,R3
322,d,08:30,0.74,R1
322,b,09:15,0.12,R4
323,a,09:11,0.47,R4
323,d,09:40,0.66,R1
323,b,10:20,0.43,R3
324,a,08:58,0.41,R3
324,c,09:22,0.66,R2
324,b,10:02,0.05,R4
325,a,08:22,0.28,R3
325,d,08:39,0.86,R1
325,b,09:31,0.33,R3
326,a,08:08,0.38,R4
326,c,08:31,0.99,R2
326,b,09:31,0.26,R4
327,a,08:12,0.42,R3
327,d,08:38,0.9,R1
327,b,09:33,0.41,R3
328,a,08:20,0.08,R4
328,c,08:26,0.82,R2
328,b,09:16,0.36,R3
329,a,08:09,0.4,R3
329,d,08:34,0.98,R1
329,b,09:33,0.25,R4
330,a,09:32,0.11,R3
330,c,09:39,0.7,R2
330,b,10:22,0.17,R4
331,a,08:08,0.18,R4
331,d,08:18,0.74,R1
331,b,09:03,0.49,R3
332,a,08:05,0.04,R3
332,d,08:07,0.81,R1
332,b,08:56,0.38,R3
333,a,08:30,0.27,R4
333,d,08:46,0.66,R1
333,b,09:26,0.42,R3
334,a,09:05,0.34,R4
334,d,09:26,0.75,R1
334,b,10:11,0.22,R4
335,a,08:06,0.49,R4
335,d,08:36,0.81,R1
335,b,09:25,0.27,R3
336,a,08:00,0.17,R4
336,d,08:11,0.77,R1
336,b,08:57,0.15,R3
337,a,08:10,0.3,R3
337,d,08:29,0.52,R1
337,b,09:00,0.33,R3
338,a,08:07,0.35,R3
338,c,08:28,0.94,R2
338,b,09:25,0.11,R4
339,a,08:08,0.02,R4
339,c,08:10,0.8,R2
339,b,08:58,0.13,R4
340,a,08:02,0.37,R4
340,d,08:24,0.94,R1
340,b,09:21,0.03,R3
341,a,08:12,0.32,R3
341,c,08:31,0.84,R2
341,b,09:22,0.06,R3
342,a,09:53,0.21,R4
342,c,10:06,0.54,R2
342,b,10:38,0.2,R4
343,a,08:01,0.46,R4
343,c,08:29,0.94,R2
343,b,09:26,0.2,R4
344,a,08:03,0.02,R3
344,c,08:04,0.62,R2
344,b,08:42,0.32,R3
345,a,08:59,0.11,R3
345,d,09:06,0.89,R1
345,b,10:00,0.15,R3
346,a,09:40,0.46,R4
346,c,10:08,0.71,R2
346,b,10:52,0.15,R3
347,a,08:56,0.33,R4
347,d,09:16,0.74,R1
347,b,10:01,0.1,R3
348,a,08:24,0.21,R4
348,c,08:36,0.9,R2
348,b,09:31,0.02,R3
349,a,08:15,0.09,R4
349,c,08:21,0.84,R2
349,b,09:12,0.1,R4
350,a,08:25,0.05,R3
350,c,08:29,0.65,R2
350,b,09:08,0.21,R3
351,a,08:47,0.4,R4
351,d,09:12,0.5,R1
351,b,09:42,0.16,R3
352,a,08:25,0.3,R3
352,c,08:43,0.61,R2
352,b,09:20,0.33,R4
353,a,08:33,0.39,R4
353,d,08:57,0.74,R1
353,b,09:42,0.37,R3
354,a,08:45,0.48,R4
354,d,09:14,0.77,R1
354,b,10:00,0.13,R3
355,a,08:07,0.2,R4
355,c,08:19,0.71,R2
355,b,09:02,0.19,R4
356,a,08:11,0.37,R3
356,d,08:33,0.75,R1
356,b,09:19,0.48,R3
357,a,08:24,0.12,R4
357,d,08:31,0.85,R1
357,b,09:23,0.39,R4
358,a,10:20,0.4,R4
358,d,10:44,0.74,R1
358,b,11:29,0.34,R4
359,a,08:35,0.3,R4
359,c,08:53,0.57,R2
359,b,09:27,0.32,R4
360,a,08:24,0.16,R3
360,c,08:34,0.56,R2
360,b,09:08,0.35,R4
361,a,08:20,0.06,R4
361,d,08:23,0.91,R1
361,b,09:19,0.15,R4
362,a,09:07,0.14,R3
362,c,09:15,0.53,R2
362,b,09:47,0.1,R4
363,a,08:57,0.2,R3
363,d,09:10,0.67,R1
363,b,09:50,0.41,R4
364,a,08:01,0.47,R4
364,d,08:30,0.64,R1
364,b,09:08,0.44,R4
365,a,08:09,0.49,R4
365,d,08:39,0.57,R1
365,b,09:14,0.02,R4
366,a,08:03,0.22,R4
366,d,08:17,0.51,R1
366,b,08:47,0.12,R3
367,a,08:43,0.47,R3
367,c,09:12,0.76,R2
367,b,09:58,0.34,R4
368,a,08:04,0.33,R4
368,c,08:24,0.79,R2
368,b,09:12,0.35,R3
369,a,08:27,0.48,R3
369,c,08:55,0.77,R2
369,b,09:42,0.03,R3
370,a,08:01,0.12,R3
370,d,08:08,0.54,R1
370,b,08:41,0.33,R4
371,a,08:54,0.1,R3
371,c,08:59,0.63,R2
371,b,09:38,0.08,R3
372,a,08:04,0.09,R4
372,c,08:10,0.88,R2
372,b,09:03,0.2,R4
373,a,08:09,0.16,R4
373,d,08:19,0.99,R1
373,b,09:18,0.46,R3
374,a,08:17,0.1,R4
374,d,08:23,0.5,R1
374,b,08:53,0.23,R3
375,a,08:25,0.45,R3
375,c,08:52,0.64,R2
375,b,09:31,0.16,R4
376,a,08:02,0.13,R3
376,d,08:10,0.61,R1
376,b,08:47,0.27,R4
377,a,08:42,0.24,R4
377,d,08:57,0.54,R1
377,b,09:29,0.47,R3
378,a,09:42,0.25,R3
378,c,09:57,0.98,R2
378,b,10:56,0.37,R4
379,a,09:00,0.47,R4
379,c,09:28,0.63,R2
379,b,10:06,0.38,R4
380,a,08:28,0.12,R4
380,c,08:35,0.6,R2
380,b,09:11,0.23,R4
381,a,08:22,0.04,R3
381,d,08:24,0.88,R1
381,b,09:17,0.33,R3
382,a,08:08,0.05,R3
382,d,08:11,0.82,R1
382,b,09:01,0.13,R3
383,a,08:14,0.11,R3
383,c,08:21,0.85,R2
383,b,09:12,0.48,R3
384,a,08:09,0.28,R3
384,c,08:26,0.63,R2
384,b,09:04,0.12,R3
385,a,08:33,0.39,R3
385,d,08:57,0.9,R1
385,b,09:52,0.16,R4
386,a,08:33,0.24,R3
386,d,08:47,0.79,R1
386,b,09:35,0.23,R4
387,a,08:12,0.2,R4
387,d,08:24,0.78,R1
387,b,09:11,0.03,R3
388,a,09:13,0.37,R3
388,d,09:36,0.52,R1
388,b,10:07,0.07,R3
389,a,08:38,0.43,R3
389,c,09:04,0.85,R2
389,b,09:56,0.08,R3
390,a,09:10,0.05,R4
390,c,09:13,0.6,R2
390,b,09:49,0.32,R4
391,a,08:00,0.49,R3
391,c,08:30,0.84,R2
391,b,09:21,0.46,R3
392,a,08:32,0.38,R4
392,d,08:55,0.87,R1
392,b,09:48,0.46,R4
393,a,08:18,0.12,R3
393,c,08:25,0.65,R2
393,b,09:05,0.13,R4
394,a,08:09,0.28,R3
394,c,08:27,0.71,R2
394,b,09:10,0.21,R3
395,a,08:00,0.48,R4
395,d,08:30,0.6,R1
395,b,09:06,0.15,R3
396,a,08:04,0.14,R3
396,d,08:13,0.93,R1
396,b,09:10,0.2,R4
397,a,08:03,0.24,R4
397,c,08:18,0.77,R2
397,b,09:04,0.07,R4
398,a,08:47,0.48,R4
398,c,09:17,0.75,R2
398,b,10:02,0.23,R3
399,a,08:33,0.47,R3
399,c,09:02,0.9,R2
399,b,09:56,0.1,R3
400,a,08:35,0.09,R3
400,d,08:40,0.59,R1
400,b,09:16,0.26,R4
401,a,08:52,0.39,R4
401,d,09:16,0.83,R1
401,b,10:06,0.12,R4
402,a,08:36,0.31,R3
402,c,08:55,0.84,R2
402,b,09:45,0.12,R4
403,a,08:15,0.45,R3
403,c,08:42,0.98,R2
403,b,09:42,0.12,R4
404,a,08:24,0.29,R3
404,c,08:42,0.67,R2
404,b,09:22,0.39,R4
405,a,08:22,0.36,R3
405,c,08:44,0.58,R2
405,b,09:19,0.31,R3
406,a,08:29,0.06,R3
406,c,08:32,0.81,R2
406,b,09:22,0.18,R3
407,a,08:11,0.48,R4
407,d,08:40,0.51,R1
407,b,09:11,0.34,R3
408,a,08:34,0.46,R4
408,c,09:02,0.94,R2
408,b,09:59,0.34,R3
409,a,08:03,0.14,R3
409,d,08:11,0.57,R1
409,b,08:46,0.22,R3
410,a,08:25,0.38,R4
410,d,08:48,0.89,R1
410,b,09:41,0.42,R4
411,a,08:07,0.43,R3
411,d,08:33,0.97,R1
411,b,09:32,0.48,R3
412,a,08:34,0.48,R4
412,d,09:03,0.51,R1
412,b,09:34,0.36,R3
413,a,08:24,0.16,R3
413,c,08:34,0.75,R2
413,b,09:19,0.49,R3
414,a,08:01,0.41,R4
414,d,08:26,0.59,R1
414,b,09:02,0.3,R4
415,a,08:05,0.1,R4
415,c,08:11,0.71,R2
415,b,08:54,0.06,R4
416,a,08:02,0.16,R3
416,d,08:12,0.94,R1
416,b,09:08,0.06,R3
417,a,10:23,0.23,R3
417,c,10:37,0.98,R2
417,b,11:36,0.41,R3
418,a,08:23,0.14,R3
418,c,08:32,0.91,R2
418,b,09:27,0.35,R4
419,a,08:42,0.24,R4
419,d,08:56,0.59,R1
419,b,09:32,0.47,R3
420,a,08:04,0.12,R4
420,d,08:11,0.66,R1
420,b,08:51,0.47,R4
421,a,08:00,0.25,R3
421,c,08:16,0.87,R2
421,b,09:08,0.16,R4
422,a,08:10,0.05,R4
422,c,08:13,0.5,R2
422,b,08:43,0.25,R4
423,a,08:13,0.32,R4
423,c,08:32,0.57,R2
423,b,09:07,0.04,R4
424,a,08:11,0.12,R4
424,c,08:19,0.76,R2
424,b,09:04,0.26,R4
425,a,08:08,0.17,R3
425,c,08:18,0.66,R2
425,b,08:58,0.19,R3
426,a,08:35,0.14,R3
426,d,08:44,0.88,R1
426,b,09:37,0.41,R4
427,a,08:01,0.36,R3
427,c,08:23,0.94,R2
427,b,09:19,0.11,R3
428,a,08:30,0.32,R4
428,c,08:49,0.8,R2
428,b,09:38,0.04,R3
429,a,08:28,0.23,R3
429,c,08:42,0.85,R2
429,b,09:33,0.46,R3
430,a,08:32,0.19,R4
430,c,08:44,0.66,R2
430,b,09:24,0.37,R4
431,a,08:06,0.1,R3
431,c,08:12,0.88,R2
431,b,09:05,0.45,R3
432,a,08:02,0.47,R4
432,c,08:31,0.67,R2
432,b,09:11,0.12,R3
433,a,08:00,0.34,R4
433,c,08:20,0.82,R2
433,b,09:10,0.19,R4
434,a,08:11,0.1,R4
434,c,08:17,0.95,R2
434,b,09:15,0.05,R4
435,a,08:07,0.25,R3
435,c,08:22,0.95,R2
435,b,09:20,0.41,R3
436,a,08:53,0.04,R4
436,c,08:55,0.68,R2
436,b,09:36,0.46,R3
437,a,08:19,0.16,R3
437,d,08:28,0.76,R1
437,b,09:15,0.16,R4
438,a,08:08,0.38,R3
438,c,08:32,0.79,R2
438,b,09:20,0.15,R4
439,a,08:27,0.49,R3
439,d,08:56,0.64,R1
439,b,09:35,0.03,R4
440,a,08:07,0.17,R3
440,c,08:17,0.81,R2
440,b,09:06,0.25,R4
441,a,08:00,0.38,R4
441,c,08:23,0.69,R2
441,b,09:04,0.16,R3
442,a,08:10,0.05,R3
442,c,08:13,0.52,R2
442,b,08:45,0.27,R4
443,a,08:09,0.41,R4
443,c,08:34,0.82,R2
443,b,09:23,0.14,R3
444,a,09:07,0.15,R4
444,d,09:16,0.59,R1
444,b,09:52,0.22,R3
445,a,09:20,0.28,R4
445,d,09:37,0.71,R1
445,b,10:20,0.4,R4
446,a,08:15,0.36,R4
446,d,08:37,0.81,R1
446,b,09:26,0.17,R4
447,a,08:03,0.31,R4
447,d,08:21,0.66,R1
447,b,09:01,0.22,R3
448,a,08:00,0.49,R4
448,c,08:29,0.8,R2
448,b,09:18,0.48,R3
449,a,08:22,0.23,R3
449,d,08:36,0.5,R1
449,b,09:06,0.28,R4
450,a,08:04,0.14,R3
450,c,08:13,0.76,R2
450,b,08:59,0.18,R3
451,a,08:17,0.24,R4
451,c,08:32,0.74,R2
451,b,09:17,0.28,R3
452,a,08:27,0.39,R4
452,c,08:51,0.63,R2
452,b,09:29,0.05,R4
453,a,08:44,0.12,R4
453,c,08:52,0.77,R2
453,b,09:38,0.08,R4
454,a,08:09,0.2,R3
454,d,08:22,0.81,R1
454,b,09:11,0.32,R4
455,a,08:35,0.18,R4
455,c,08:45,0.82,R2
455,b,09:35,0.02,R3
456,a,08:02,0.05,R3
456,c,08:05,0.53,R2
456,b,08:37,0.35,R4
457,a,09:43,0.29,R3
457,d,10:01,0.66,R1
457,b,10:41,0.43,R3
458,a,08:03,0.13,R3
458,d,08:11,0.76,R1
458,b,08:57,0.18,R4
459,a,08:22,0.03,R3
459,c,08:24,0.82,R2
459,b,09:14,0.19,R3
460,a,08:12,0.48,R4
460,d,08:41,0.64,R1
460,b,09:20,0.19,R3
461,a,08:45,0.2,R3
461,d,08:57,0.64,R1
461,b,09:36,0.16,R3
462,a,08:40,0.08,R4
462,d,08:45,0.81,R1
462,b,09:34,0.08,R4
463,a,08:06,0.09,R3
463,d,08:11,0.56,R1
463,b,08:45,0.14,R4
464,a,08:17,0.16,R4
464,d,08:27,0.75,R1
464,b,09:12,0.33,R4
465,a,08:30,0.44,R4
465,c,08:57,0.7,R2
465,b,09:39,0.27,R3
466,a,08:15,0.23,R4
466,d,08:29,0.91,R1
466,b,09:24,0.29,R4
467,a,08:03,0.34,R4
467,c,08:23,0.58,R2
467,b,08:59,0.18,R3
468,a,08:30,0.47,R3
468,d,08:58,0.68,R1
468,b,09:39,0.42,R4
469,a,08:04,0.17,R3
469,d,08:15,0.54,R1
469,b,08:48,0.49,R4
470,a,08:01,0.06,R3
470,c,08:04,0.8,R2
470,b,08:53,0.3,R3
471,a,08:03,0.37,R3
471,c,08:25,0.52,R2
471,b,08:57,0.38,R4
472,a,08:14,0.23,R4
472,c,08:28,0.64,R2
472,b,09:06,0.1,R4
473,a,08:05,0.44,R4
473,c,08:32,0.63,R2
473,b,09:10,0.24,R4
474,a,08:35,0.13,R4
474,c,08:42,0.97,R2
474,b,09:41,0.38,R4
475,a,08:15,0.13,R4
475,c,08:23,0.84,R2
475,b,09:14,0.2,R3
476,a,08:06,0.18,R4
476,d,08:17,0.61,R1
476,b,08:54,0.08,R4
477,a,08:12,0.27,R4
477,c,08:29,0.86,R2
477,b,09:21,0.38,R3
478,a,08:37,0.48,R4
478,d,09:07,0.86,R1
478,b,09:59,0.41,R4
479,a,08:41,0.15,R3
479,d,08:49,0.78,R1
479,b,09:37,0.24,R4
480,a,08:49,0.44,R3
480,c,09:16,0.73,R2
480,b,10:00,0.08,R3
481,a,08:35,0.04,R4
481,d,08:38,0.71,R1
481,b,09:21,0.49,R3
482,a,08:13,0.03,R3
482,c,08:15,0.72,R2
482,b,08:59,0.41,R3
483,a,08:11,0.15,R4
483,c,08:20,0.74,R2
483,b,09:05,0.05,R4
484,a,08:25,0.23,R4
484,c,08:39,0.93,R2
484,b,09:35,0.44,R3
485,a,08:40,0.35,R3
485,d,09:01,0.54,R1
485,b,09:34,0.42,R4
486,a,09:10,0.21,R3
486,d,09:23,0.56,R1
486,b,09:57,0.4,R3
487,a,08:02,0.39,R4
487,c,08:25,0.77,R2
487,b,09:12,0.02,R3
488,a,08:08,0.23,R4
488,c,08:21,0.9,R2
488,b,09:16,0.19,R3
489,a,08:05,0.41,R4
489,d,08:29,0.57,R1
489,b,09:04,0.29,R3
490,a,08:07,0.3,R4
490,d,08:25,0.57,R1
490,b,09:00,0.18,R4
491,a,10:05,0.23,R4
491,d,10:19,0.62,R1
491,b,10:56,0.15,R3
492,a,08:30,0.23,R3
492,d,08:44,0.96,R1
492,b,09:43,0.48,R4
493,a,08:09,0.25,R4
493,d,08:24,0.61,R1
493,b,09:01,0.44,R3
494,a,08:31,0.3,R3
494,d,08:49,0.51,R1
494,b,09:20,0.12,R4
495,a,08:14,0.31,R3
495,d,08:33,0.71,R1
495,b,09:16,0.14,R3
496,a,08:11,0.37,R3
496,d,08:33,0.95,R1
496,b,09:31,0.1,R3
497,a,08:24,0.22,R3
497,d,08:37,0.52,R1
497,b,09:09,0.29,R3
498,a,08:40,0.16,R3
498,d,08:50,0.92,R1
498,b,09:46,0.35,R3
499,a,08:09,0.36,R4
499,d,08:30,0.96,R1
499,b,09:29,0.34,R3
500,a,08:04,0.33,R3
500,c,08:24,0.72,R2
500,b,09:08,0.43,R3
